0.000000000000000000e+00,0.000000000000000000e+00,1.091429977416992188e+02,1.255800018310546875e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.101574783325195312e+02,1.254957809448242188e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.111719436645507812e+02,1.254039840698242188e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.121863861083984375e+02,1.253052215576171875e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.132007904052734375e+02,1.252001113891601562e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.142151718139648438e+02,1.250892639160156250e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.152295074462890625e+02,1.249732894897460938e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.162437973022460938e+02,1.248527908325195312e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.172580413818359375e+02,1.247283859252929688e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.182722244262695312e+02,1.246006851196289062e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.192863540649414062e+02,1.244702987670898438e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.203004150390625000e+02,1.243378295898437500e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.213144073486328125e+02,1.242039031982421875e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.223283157348632812e+02,1.240691223144531250e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.233421478271484375e+02,1.239341049194335938e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.243558959960937500e+02,1.237994537353515625e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.253695449829101562e+02,1.236657791137695312e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.263831024169921875e+02,1.235336914062500000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.273965530395507812e+02,1.234038085937500000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.284098968505859375e+02,1.232767410278320312e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.294231262207031250e+02,1.231530914306640625e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.304362335205078125e+02,1.230334777832031250e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.314492340087890625e+02,1.229185104370117188e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.324620819091796875e+02,1.228087997436523438e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.334748077392578125e+02,1.227049484252929688e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.344873962402343750e+02,1.226075820922851562e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.354998321533203125e+02,1.225173034667968750e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.365121307373046875e+02,1.224347152709960938e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.375242614746093750e+02,1.223604507446289062e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.385362396240234375e+02,1.222950973510742188e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.395480346679687500e+02,1.222392807006835938e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.405596771240234375e+02,1.221936035156250000e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.415711364746093750e+02,1.221586837768554688e+02
