2.000000000000000000e+00,0.000000000000000000e+00,7.980000019073486328e+00,8.399999737739562988e-01
2.000000000000000000e+00,0.000000000000000000e+00,8.989509582519531250e+00,8.478833436965942383e-01
2.000000000000000000e+00,0.000000000000000000e+00,9.999008178710937500e+00,8.568599820137023926e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.100849437713623047e+01,8.669298887252807617e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.201796722412109375e+01,8.780930042266845703e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.302742576599121094e+01,8.903491497039794922e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.403686809539794922e+01,9.036982655525207520e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.504629325866699219e+01,9.181402921676635742e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.605570220947265625e+01,9.336751103401184082e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.706509017944335938e+01,9.503026604652404785e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.807445907592773438e+01,9.680228829383850098e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.908380508422851562e+01,9.868356585502624512e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.009313011169433594e+01,1.006740808486938477e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.110243034362792969e+01,1.027738451957702637e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.211170578002929688e+01,1.049828290939331055e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.312095642089843750e+01,1.073010325431823730e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.413017845153808594e+01,1.097284555435180664e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.513937377929687500e+01,1.122650742530822754e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.614853858947753906e+01,1.149108886718750000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.715767288208007812e+01,1.176658868789672852e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.816677474975585938e+01,1.205300688743591309e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.917584609985351562e+01,1.235034108161926270e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.018488121032714844e+01,1.265859127044677734e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.119388198852539062e+01,1.297775626182556152e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.220284652709960938e+01,1.330783486366271973e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.321177291870117188e+01,1.364882826805114746e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.422066116333007812e+01,1.400073289871215820e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.522951126098632812e+01,1.436354994773864746e+00
2.000000000000000000e+00,0.000000000000000000e+00,3.623831939697265625e+01,1.473727703094482422e+00
